id_orden,fecha,id_producto,cantidad,precio
38,2024-09-18,126,14,40.7026
39,2024-06-02,26,13,55.25981
39,2024-06-02,230,2,53.07884
40,2025-04-12,479,14,47.05379
41,2024-05-02,282,14,21.2924
42,2024-06-12,369,4,34.14277
42,2024-06-12,138,10,46.38502
43,2024-11-29,108,10,27.48131
44,2025-01-03,406,2,41.12327
44,2025-01-03,417,4,32.78786
45,2024-09-15,101,15,29.126
46,2025-01-12,411,20,41.70855
47,2025-01-03,246,1,12.2361
48,2024-07-08,182,16,30.65523
49,2024-06-14,373,7,43.25568
50,2024-11-07,438,18,80.95555
51,2025-02-17,356,18,47.72363
51,2025-02-17,339,4,90.14519
52,2025-01-12,358,4,58.4994
53,2025-01-12,325,2,36.73776
54,2024-05-23,393,3,27.24748
54,2024-05-23,75,10,65.28876
55,2025-04-20,422,4,77.23342
55,2025-04-20,374,6,80.82884
56,2025-01-23,39,7,96.33872
56,2025-01-23,376,6,63.61193
57,2025-02-06,21,7,13.67183
57,2025-02-06,456,7,87.29988
58,2024-06-07,359,12,80.45409
58,2024-06-07,375,8,83.04754
59,2024-06-20,324,5,56.42072
60,2024-08-11,57,12,58.12648
61,2024-11-27,137,17,61.64823
61,2024-11-27,193,4,78.27377
62,2024-05-07,401,2,24.87001
63,2024-07-29,300,7,14.20003
63,2024-07-29,367,8,28.05598
64,2024-12-18,333,17,18.21364
65,2025-04-02,43,16,74.62093
65,2025-04-02,356,10,45.43354
66,2024-09-18,24,12,41.12187
67,2024-08-30,6,10,43.52021
68,2024-05-21,350,19,36.73478
68,2024-05-21,309,9,60.56557
69,2024-12-30,314,17,16.46718
70,2025-04-20,292,16,48.18551
71,2025-02-05,101,19,61.52577
71,2025-02-05,420,7,65.54745
72,2025-04-14,362,10,10.61514
73,2024-09-16,132,6,42.65336
74,2025-04-07,196,7,86.78413
75,2024-05-28,244,19,96.02655
76,2024-06-21,310,18,15.82874
76,2024-06-21,221,4,49.37293
77,2024-08-16,394,14,80.78028
77,2024-08-16,126,7,88.565
78,2025-02-27,392,19,43.94383
79,2025-01-25,146,11,79.15571
80,2024-10-27,328,17,96.98452
80,2024-10-27,308,10,89.58308
81,2024-11-22,250,8,31.3585
82,2025-02-28,71,3,48.81787
82,2025-02-28,356,8,50.75571
83,2024-12-11,245,11,12.80791
84,2025-01-06,261,9,12.10183
85,2024-06-11,458,6,48.52463
86,2025-04-16,113,9,74.7919
87,2024-06-06,225,15,82.06682
88,2025-04-30,162,12,25.24075
89,2025-02-04,406,19,49.79478
90,2025-04-17,74,19,38.64546
91,2024-07-18,112,7,56.27548
91,2024-07-18,407,1,94.12255
92,2024-09-15,390,16,86.15895
92,2024-09-15,3,3,77.13665
93,2024-07-05,486,12,42.72386
93,2024-07-05,365,8,72.58936
94,2024-06-02,86,11,61.79173
95,2025-03-23,134,17,83.90621
96,2024-10-13,116,20,95.05389
97,2025-03-12,76,6,87.28562
98,2025-01-22,343,12,20.61903
98,2025-01-22,399,10,96.19836
99,2024-10-16,279,13,38.57005
100,2025-03-22,9,16,64.69158
100,2025-03-22,160,10,11.49293
101,2024-10-10,492,19,39.0471
101,2024-10-10,394,6,50.31634
102,2024-08-03,180,5,58.76898
102,2024-08-03,355,10,80.80719
103,2024-05-05,158,2,68.85387
103,2024-05-05,166,4,88.51293
104,2025-03-11,284,6,84.57493
105,2024-11-30,472,6,90.89268
105,2024-11-30,74,6,60.41221
106,2025-03-21,328,3,87.3432
107,2024-05-23,123,16,53.74914
108,2025-04-13,4,6,11.49885
108,2025-04-13,172,6,48.06658
109,2024-12-24,205,16,66.06436
109,2024-12-24,483,6,57.3662
110,2024-08-23,190,16,69.51389
110,2024-08-23,276,2,80.82674
111,2024-10-11,1,6,20.88117
112,2024-11-24,266,20,75.82031
113,2024-10-09,428,15,93.71681
114,2025-02-07,423,18,42.86585
114,2025-02-07,499,2,38.6005
115,2024-06-01,368,18,90.55789
116,2025-02-19,245,10,37.09586
117,2024-06-07,76,20,58.17054
118,2024-05-29,139,11,40.50821
118,2024-05-29,340,10,23.88907
119,2025-02-11,418,14,54.57286
120,2024-06-21,314,5,32.20373
121,2024-11-22,494,7,59.49872
122,2024-11-25,124,16,49.83265
123,2025-04-06,467,18,98.97644
124,2024-05-13,379,8,85.64685
125,2024-08-25,499,12,94.72226
126,2025-01-20,56,1,22.87184
126,2025-01-20,307,4,63.78681
127,2025-01-19,361,17,87.96391
128,2024-12-09,250,7,31.98373
129,2025-02-24,411,8,75.61108
129,2025-02-24,64,7,79.53568
130,2024-11-03,42,8,77.25888
131,2025-01-13,273,2,98.95083
131,2025-01-13,409,8,73.59779
132,2025-01-29,404,4,45.96598
132,2025-01-29,323,10,71.37972
133,2024-11-26,371,14,53.63307
133,2024-11-26,124,4,41.30837
134,2024-06-02,286,15,85.63288
135,2025-04-12,77,9,97.49244
136,2024-07-12,449,2,41.3261
136,2024-07-12,352,2,31.05982
137,2024-12-27,162,3,16.41734
138,2025-04-01,123,3,27.907
139,2025-03-25,250,17,99.29112
140,2024-04-30,6,3,36.90935
140,2024-04-30,438,2,48.34659
141,2025-03-09,40,7,72.04975
142,2024-07-30,264,11,42.05378
143,2024-12-30,279,7,37.60129
144,2024-10-08,172,10,93.34948
145,2024-09-03,114,10,92.23222
146,2025-03-15,219,5,31.69668
147,2024-11-25,87,12,27.52848
148,2025-01-18,474,11,91.23353
148,2025-01-18,313,6,32.63703
149,2024-12-23,399,11,67.5417
150,2024-12-06,354,9,33.84443
150,2024-12-06,290,2,56.45598
151,2025-03-01,291,15,57.19217
152,2024-11-01,474,12,49.49705
153,2025-04-23,126,10,27.24668
154,2024-06-26,138,12,13.39539
155,2024-12-31,137,16,28.59644
156,2025-02-17,155,19,93.67216
156,2025-02-17,331,10,24.1248
157,2024-05-08,379,9,97.99754
157,2024-05-08,276,8,93.34371
158,2024-08-07,128,9,97.797
159,2024-05-14,413,16,57.70196
159,2024-05-14,226,1,56.96023
160,2024-06-11,427,20,66.88512
160,2024-06-11,172,1,43.5279
161,2024-12-09,101,1,56.89297
162,2024-08-01,305,19,45.56771
163,2024-07-11,455,20,91.48925
164,2024-12-23,2,16,59.71748
164,2024-12-23,207,4,63.99134
165,2025-03-25,123,20,52.6972
166,2024-05-31,390,15,62.0844
167,2025-01-30,242,17,96.30215
167,2025-01-30,477,7,36.50193
168,2025-03-02,93,3,69.87912
168,2025-03-02,497,10,88.64579
169,2024-10-24,196,11,42.47209
170,2024-05-16,353,4,99.62671
170,2024-05-16,301,5,24.05258
171,2025-02-16,103,4,99.41787
172,2025-03-19,415,2,37.23046
173,2024-06-06,82,13,81.38525
174,2024-12-04,107,13,48.49899
174,2024-12-04,88,8,52.49047
175,2024-06-02,19,10,87.45529
175,2024-06-02,48,4,92.53435
176,2024-12-31,9,2,48.25982
177,2024-09-18,341,10,74.15941
178,2024-05-10,97,10,77.03976
179,2024-09-18,360,14,79.10615
180,2024-08-02,57,9,39.15139
181,2025-01-14,60,1,12.42576
181,2025-01-14,63,7,59.79893
182,2024-06-05,355,14,60.4697
183,2024-12-04,42,8,84.80075
184,2024-08-23,452,14,18.53216
184,2024-08-23,89,2,57.58274
185,2024-06-23,268,8,27.88527
186,2025-04-22,218,10,84.82994
186,2025-04-22,260,2,20.62337
187,2024-05-06,211,8,39.00409
187,2024-05-06,92,6,70.98706
188,2024-07-20,224,12,63.52514
189,2025-01-20,136,14,77.81247
190,2025-02-03,102,8,54.24306
191,2024-04-30,115,5,25.73583
192,2025-01-20,10,20,84.36279
193,2025-02-16,307,9,22.39099
194,2024-07-24,420,2,64.67724
195,2025-02-16,193,11,79.85854
196,2024-06-06,327,12,76.12723
197,2025-02-17,51,5,73.05321
197,2025-02-17,218,8,25.65751
198,2024-07-15,264,3,16.35932
198,2024-07-15,456,2,62.78311
199,2024-08-02,330,7,20.94473
200,2024-12-23,71,20,60.90965
200,2024-12-23,131,10,75.82635
201,2024-07-23,75,11,82.7147
202,2024-07-06,202,4,21.43239
203,2025-03-11,405,5,43.37283
203,2025-03-11,318,1,39.06207
204,2024-11-15,439,18,63.17055
204,2024-11-15,405,9,12.7436
205,2024-12-15,243,4,28.09975
205,2024-12-15,400,1,13.4479
206,2024-05-22,112,16,82.30548
207,2025-03-28,494,19,21.92927
207,2025-03-28,362,5,50.07457
208,2024-06-17,440,12,33.00491
209,2024-12-28,377,12,75.41171
210,2024-10-10,408,7,28.15671
210,2024-10-10,115,9,53.19483
211,2025-04-01,256,19,14.88268
212,2025-02-25,249,1,12.3416
213,2025-02-27,239,5,74.26185
214,2024-11-20,168,20,34.72542
215,2024-12-04,487,6,82.47355
216,2024-08-30,119,9,15.16273
216,2024-08-30,405,10,60.18204
217,2024-08-06,327,8,92.19769
217,2024-08-06,365,9,62.34113
218,2025-03-27,365,1,21.00733
219,2025-01-15,445,5,11.65677
219,2025-01-15,236,7,81.96214
220,2025-03-13,331,10,37.2093
221,2024-05-06,182,6,99.9642
222,2025-04-15,400,13,93.04187
223,2024-06-05,403,1,95.28929
224,2024-08-24,71,13,87.21439
225,2024-12-27,227,5,92.04132
225,2024-12-27,411,8,11.48855
226,2024-07-19,399,15,85.65868
227,2024-09-24,436,5,20.09565
228,2025-03-24,388,10,84.56413
228,2025-03-24,476,3,34.72419
229,2025-03-07,243,19,33.01747
230,2024-12-29,302,15,41.65456
230,2024-12-29,392,9,55.59951
231,2024-10-12,197,19,65.71036
232,2025-01-25,111,11,75.76624
233,2024-06-08,260,8,46.85466
234,2024-07-10,144,1,56.9713
234,2024-07-10,127,7,48.67131
235,2024-07-02,243,17,57.47533
235,2024-07-02,478,7,11.58831
236,2024-09-06,209,7,84.21067
236,2024-09-06,493,5,37.80877
237,2025-01-18,233,13,87.43109
237,2025-01-18,356,2,67.39847
238,2024-05-17,424,13,40.52616
239,2024-06-28,207,8,56.60182
240,2025-04-26,193,13,93.60327
241,2024-06-12,39,19,87.13541
242,2024-12-17,89,1,57.102
243,2024-12-28,462,19,62.19687
244,2024-06-10,78,16,48.69692
245,2024-11-26,188,18,12.00279
246,2024-09-14,494,14,28.85402
247,2024-12-23,466,10,31.04194
248,2025-04-30,444,17,30.86839
249,2025-02-05,66,10,13.93656
249,2025-02-05,430,7,12.71284
250,2024-06-01,409,10,82.72644
250,2024-06-01,411,8,40.96024
251,2025-03-14,388,10,68.02231
252,2024-09-12,160,16,60.3018
253,2024-05-12,245,8,80.88997
254,2024-11-30,364,14,98.99615
255,2024-12-08,230,13,18.32512
256,2024-11-26,74,12,98.16283
256,2024-11-26,422,3,15.6371
257,2024-10-22,389,20,25.42154
258,2025-03-06,233,6,97.83993
258,2025-03-06,119,7,80.3586
259,2025-03-21,47,2,53.53045
260,2024-12-18,106,19,83.01959
261,2025-04-05,136,1,70.17251
262,2025-04-04,68,3,28.25835
262,2025-04-04,287,2,72.79336
263,2024-12-08,272,9,79.12422
264,2024-06-11,261,3,60.94218
265,2025-01-05,296,14,59.83922
266,2025-01-25,381,9,84.81336
266,2025-01-25,334,3,53.32821
267,2025-04-04,330,9,15.58598
268,2024-11-03,273,6,39.9248
268,2024-11-03,188,8,83.57982
269,2025-02-22,2,6,98.5204
269,2025-02-22,465,10,35.64911
270,2025-04-22,361,9,33.57089
271,2024-06-01,150,12,10.63141
272,2024-08-23,406,16,51.44655
273,2024-05-12,215,13,69.77599
274,2025-03-03,20,8,52.04328
275,2025-01-31,286,2,79.77033
275,2025-01-31,373,3,70.67898
276,2025-03-26,107,5,54.56018
276,2025-03-26,292,2,96.56931
277,2024-10-27,348,20,98.23922
278,2024-08-15,101,17,82.5334
278,2024-08-15,251,5,84.69331
279,2024-12-06,207,4,24.17426
280,2024-11-09,341,6,73.73945
281,2024-09-30,32,12,23.23414
282,2024-11-02,491,17,72.27831
282,2024-11-02,454,5,68.23095
283,2024-08-16,192,5,96.51392
283,2024-08-16,86,8,20.99047
284,2024-05-13,308,7,47.55975
285,2024-07-01,306,5,10.07369
285,2024-07-01,434,2,27.8542
286,2025-02-16,15,1,51.73236
287,2024-10-06,19,18,86.6747
287,2024-10-06,222,8,80.21302
288,2024-11-09,313,9,98.1003
289,2024-08-22,244,14,84.55578
289,2024-08-22,295,4,27.53796
290,2024-11-11,133,13,97.63979
291,2025-03-05,106,15,51.4515
292,2025-04-08,406,11,28.01405
292,2025-04-08,179,6,83.10792
293,2025-01-06,257,15,36.86064
294,2024-10-12,333,9,84.04084
294,2024-10-12,467,9,66.15003
295,2024-11-29,425,3,96.35437
296,2024-10-01,341,14,92.97868
296,2024-10-01,304,6,74.29459
297,2024-12-23,374,1,22.18523
298,2024-05-23,16,12,90.9116
299,2024-08-08,264,8,43.34721
300,2025-03-09,402,16,59.64766
301,2024-10-16,400,17,67.94839
301,2024-10-16,40,2,23.55724
302,2024-07-26,397,15,74.84234
303,2024-05-20,315,9,87.18978
304,2025-01-13,56,11,54.50652
304,2025-01-13,233,4,50.25429
305,2025-02-27,361,7,37.91513
306,2025-02-09,204,19,44.72115
306,2025-02-09,178,4,30.37777
307,2024-08-05,194,5,55.54066
308,2024-09-12,171,8,87.91766
309,2025-02-10,359,20,68.12058
309,2025-02-10,472,2,44.22636
310,2024-12-22,476,8,93.57615
310,2024-12-22,174,9,76.06356
311,2024-10-29,346,16,82.74143
311,2024-10-29,482,9,86.50902
312,2024-10-08,36,8,19.33105
313,2025-04-22,224,14,71.96617
313,2025-04-22,157,3,66.954
314,2024-09-07,83,18,26.58131
314,2024-09-07,47,8,99.02856
315,2024-05-06,194,11,88.11021
316,2025-01-15,273,14,91.31367
317,2025-04-30,288,4,19.0622
317,2025-04-30,209,1,94.25664
318,2025-03-25,454,20,72.17092
319,2025-03-24,286,1,40.32795
320,2025-02-16,471,20,28.59695
321,2025-03-16,47,6,60.03054
322,2024-12-22,328,19,15.92975
323,2025-02-08,200,17,89.27355
324,2025-03-20,163,5,39.66247
325,2024-07-08,237,8,43.11907
326,2024-05-17,345,15,87.13475
326,2024-05-17,136,9,25.84104
327,2025-04-29,285,5,60.53226
328,2024-05-31,444,4,46.78394
328,2024-05-31,187,4,65.18569
329,2024-08-14,260,11,91.23147
329,2024-08-14,93,1,61.48588
330,2024-06-09,465,16,92.75786
331,2025-04-03,331,6,42.77071
332,2024-05-17,400,13,36.25904
333,2025-04-17,18,4,30.57244
333,2025-04-17,56,7,51.20434
334,2024-11-29,197,12,31.08159
335,2025-04-16,141,5,33.26491
335,2025-04-16,80,6,85.00539
336,2024-08-13,59,11,47.39107
337,2024-12-07,336,10,41.84499
338,2025-03-20,72,16,65.64026
339,2025-04-14,31,12,20.96683
340,2024-05-29,380,10,80.35387
341,2025-03-04,444,7,58.50203
341,2025-03-04,216,2,22.95214
342,2024-11-15,302,13,16.21698
343,2024-07-20,424,11,64.0308
344,2024-12-25,62,9,13.15045
345,2024-08-11,239,10,38.57192
346,2024-10-06,376,13,29.81627
347,2024-09-24,238,8,77.02799
348,2024-05-10,402,4,17.30215
349,2024-07-14,118,13,36.18299
349,2024-07-14,37,3,25.86854
350,2024-12-19,199,6,33.63778
351,2024-07-17,421,5,91.38408
352,2024-09-13,27,1,18.27459
353,2025-03-01,80,11,15.57741
354,2024-11-01,69,18,68.76125
355,2025-04-17,104,3,72.05326
355,2025-04-17,270,2,28.34561
356,2025-01-20,29,16,92.14171
357,2025-03-21,433,13,42.38816
358,2024-09-25,61,17,53.81218
359,2024-09-02,335,19,49.946
360,2024-12-31,75,14,98.66421
360,2024-12-31,123,1,84.17749
361,2024-07-06,364,12,73.81552
362,2024-05-27,128,18,75.45485
363,2025-01-05,413,12,68.3282
363,2025-01-05,323,9,22.28531
364,2024-05-26,107,4,37.171
364,2024-05-26,354,2,21.75689
365,2025-04-16,117,19,56.54417
365,2025-04-16,432,8,16.62215
366,2024-06-08,331,4,24.62308
366,2024-06-08,249,2,63.73229
367,2024-06-26,146,15,12.62724
368,2024-10-22,145,13,53.26224
369,2024-11-21,125,19,75.94559
369,2024-11-21,432,7,86.75872
370,2025-03-27,147,12,68.95769
371,2024-12-04,106,6,90.7482
371,2024-12-04,234,6,75.11998
372,2024-11-09,344,11,52.35834
373,2025-02-06,170,5,49.77685
374,2024-11-29,443,3,30.58914
375,2024-11-02,380,17,68.42342
376,2024-05-23,155,15,34.34169
376,2024-05-23,207,7,30.09477
377,2025-04-01,14,17,75.12217
378,2024-06-22,311,6,46.92816
379,2024-07-20,391,3,76.96367
379,2024-07-20,282,8,94.23571
380,2025-01-07,171,14,22.19849
380,2025-01-07,38,4,63.7777
381,2024-09-12,402,1,58.66793
381,2024-09-12,288,9,97.55736
382,2024-04-30,137,10,86.44902
383,2024-10-26,489,6,55.38377
384,2024-05-29,482,7,86.17443
384,2024-05-29,450,7,53.98795
385,2024-10-24,237,7,18.36798
386,2025-03-27,111,19,11.57192
386,2025-03-27,349,7,27.3062
387,2024-12-10,432,7,37.27016
388,2025-01-29,405,4,71.11289
389,2025-03-02,69,9,53.49201
390,2025-02-12,414,2,48.27029
390,2025-02-12,278,5,76.92473
391,2025-01-23,378,5,69.0327
392,2024-08-30,45,14,46.69776
393,2024-11-08,111,10,76.17049
394,2024-09-05,148,3,74.66816
395,2025-03-27,301,14,25.53274
396,2025-03-09,222,3,77.37483
397,2025-04-08,124,9,35.86182
397,2025-04-08,331,10,73.32292
398,2025-01-10,117,3,64.0508
399,2025-02-06,161,12,45.70901
400,2024-07-19,311,8,37.58279
400,2024-07-19,148,1,31.62377
401,2024-06-15,18,10,39.86329
402,2024-12-06,121,20,56.96799
403,2025-03-31,48,3,75.17143
403,2025-03-31,313,2,58.73907
404,2024-10-16,54,10,49.89204
405,2024-09-22,377,17,12.87088
406,2025-02-14,403,15,58.7951
406,2025-02-14,475,9,92.80796
407,2024-05-02,459,2,86.1384
408,2024-12-11,174,6,61.72517
409,2024-07-17,161,6,74.12072
410,2024-10-18,384,6,86.82808
410,2024-10-18,319,2,74.55629
411,2025-01-20,107,6,50.64233
412,2024-08-05,369,19,84.52443
412,2024-08-05,426,9,91.69825
413,2024-07-01,26,2,85.38734
414,2024-05-31,323,1,89.86169
415,2024-07-21,337,20,65.13272
416,2024-09-30,193,2,99.03508
417,2024-07-01,183,9,16.8731
418,2025-02-09,345,17,51.36187
419,2024-10-05,44,14,39.07194
419,2024-10-05,458,6,48.29753
420,2024-08-05,303,14,34.63952
421,2024-09-25,304,18,42.66831
422,2024-09-21,320,14,20.36396
422,2024-09-21,82,2,36.56537
423,2024-05-12,425,3,86.87691
424,2024-11-14,327,12,33.61081
424,2024-11-14,370,8,72.27319
425,2024-08-07,316,8,94.27812
426,2024-10-24,230,2,18.95174
426,2024-10-24,193,6,22.65128
427,2024-11-28,416,14,83.42003
428,2024-12-10,180,10,66.55138
428,2024-12-10,64,5,26.84964
429,2024-08-01,494,7,37.98393
430,2025-03-27,494,9,52.64004
431,2024-11-30,380,2,97.92075
431,2024-11-30,369,5,20.1134
432,2025-04-03,41,19,29.49607
433,2024-10-23,146,1,94.0894
433,2024-10-23,443,6,20.99909
434,2025-01-23,417,12,28.50555
434,2025-01-23,227,4,96.78309
435,2024-08-08,495,19,73.27457
435,2024-08-08,178,10,30.71991
436,2025-01-10,96,10,17.85133
437,2025-04-02,68,2,44.24999
438,2024-11-22,1,6,64.72827
438,2024-11-22,85,2,10.61183
439,2024-08-09,71,17,31.88344
440,2024-09-05,468,8,74.87544
441,2025-03-29,186,19,42.61029
442,2024-12-02,57,2,98.07801
443,2024-08-18,327,18,22.18359
444,2025-01-11,138,20,31.88088
444,2025-01-11,384,1,24.42228
445,2024-09-18,78,7,73.54965
445,2024-09-18,438,3,22.51645
446,2024-10-27,475,11,60.42201
447,2025-02-19,314,16,22.12715
448,2025-03-08,3,4,56.27015
449,2024-08-24,450,6,73.5206
450,2024-12-20,403,7,73.50092
451,2024-05-07,95,17,70.69503
452,2024-10-09,182,15,71.58375
452,2024-10-09,469,5,29.79592
453,2024-12-01,89,5,59.48061
454,2025-03-18,181,17,33.0477
455,2025-02-04,190,4,64.27806
456,2024-08-27,221,12,93.55647
457,2025-04-20,339,12,92.52224
458,2024-06-20,465,5,38.06318
459,2024-06-12,345,10,35.68327
459,2024-06-12,236,2,79.96004
460,2024-05-11,122,9,81.04086
461,2025-03-20,285,7,67.89631
462,2024-09-11,100,18,20.84259
463,2025-01-18,171,4,34.51133
464,2025-03-03,251,2,32.82087
465,2024-12-14,64,13,52.90299
466,2024-05-06,226,10,13.08227
466,2024-05-06,125,9,64.53927
467,2024-11-08,237,1,82.24042
467,2024-11-08,346,6,13.61841
468,2025-04-28,191,12,18.56236
468,2025-04-28,482,7,92.30515
469,2024-11-02,466,19,80.40911
470,2024-12-27,1,20,76.8722
471,2025-02-26,448,18,98.94142
472,2025-02-21,377,11,35.54322
472,2025-02-21,29,5,20.86539
473,2025-04-07,177,11,16.97516
474,2025-01-03,108,16,35.88171
474,2025-01-03,14,9,11.60103
475,2024-11-03,408,13,55.33486
475,2024-11-03,402,8,74.7125
476,2024-09-01,404,15,91.38414
477,2024-10-25,391,5,37.12613
478,2025-04-22,191,3,36.25248
479,2024-08-02,237,4,96.94888
480,2025-03-04,440,3,24.57245
481,2024-12-11,3,1,67.40361
481,2024-12-11,299,4,55.38186
482,2024-11-18,121,7,59.15187
483,2025-04-30,469,13,98.65805
483,2025-04-30,381,6,25.66509
484,2024-09-28,297,15,77.90853
484,2024-09-28,128,5,97.41949
485,2025-01-24,452,8,16.51899
486,2024-10-11,38,9,48.38862
486,2024-10-11,11,5,76.01674
487,2024-11-23,354,9,94.48681
488,2025-04-16,345,7,52.54643
489,2024-06-02,236,7,74.28809
489,2024-06-02,397,8,18.27766
490,2024-05-11,217,7,68.59464
491,2024-11-08,101,13,35.55413
492,2024-07-01,411,15,29.48371
493,2024-12-28,157,9,27.46457
493,2024-12-28,86,5,97.2452
494,2025-04-12,67,2,17.40709
495,2024-12-16,361,5,32.82704
496,2025-01-18,409,18,50.28185
496,2025-01-18,423,9,88.36732
497,2025-04-27,304,10,58.18945
498,2024-11-16,128,12,41.28527
498,2024-11-16,461,3,17.08312
499,2025-03-24,188,13,91.77996
500,2024-09-04,465,6,57.91128
501,2024-09-17,227,1,71.3008
502,2024-08-02,390,14,25.40134
503,2024-07-24,81,11,13.84692
504,2024-07-22,297,12,30.24878
505,2025-04-13,388,18,63.60105
506,2024-11-28,98,14,54.70508
507,2024-04-30,284,18,86.87919
508,2025-01-11,396,16,92.16611
509,2025-04-06,110,6,36.23271
510,2025-04-10,135,18,52.17857
511,2024-10-31,496,2,36.3859
511,2024-10-31,161,2,84.59302
512,2025-02-28,196,18,13.01447
513,2024-09-15,97,8,65.72303
514,2024-10-03,46,8,51.6838
515,2024-04-30,482,3,77.19564
515,2024-04-30,254,3,43.43204
516,2024-05-01,450,8,72.03074
517,2024-07-23,285,18,84.31341
517,2024-07-23,472,9,59.89192
518,2025-04-26,363,10,94.14396
519,2024-08-26,232,15,42.59899
520,2024-12-29,313,8,24.89926
520,2024-12-29,360,9,56.27766
521,2024-07-06,46,9,33.08458
521,2024-07-06,405,10,42.75256
522,2024-07-17,120,5,78.01291
523,2024-10-15,398,9,36.95611
524,2024-05-08,111,18,14.78412
525,2025-01-21,461,10,19.6683
525,2025-01-21,78,4,66.39806
526,2025-01-13,462,10,15.76323
527,2024-12-04,90,16,37.46595
528,2025-01-18,93,11,49.09879
529,2024-05-11,220,10,85.27027
530,2025-02-03,204,12,54.57599
531,2024-12-13,32,8,14.43897
532,2025-01-14,158,14,29.06031
533,2025-04-21,148,4,42.33599
534,2025-04-16,250,1,94.21944
535,2024-07-02,350,17,29.61521
535,2024-07-02,69,7,64.06011
536,2025-03-19,200,10,58.03403
537,2024-11-06,6,9,97.93596
537,2024-11-06,441,5,43.60146
538,2024-09-17,94,1,91.17381
539,2024-08-21,442,15,60.73893
540,2024-08-05,48,10,87.64776
541,2024-06-19,101,1,93.17966
542,2025-01-04,445,11,34.6135
543,2025-01-02,483,16,15.16164
544,2025-03-09,53,2,97.67927
545,2024-08-10,373,4,80.99718
546,2025-01-27,108,3,67.71075
547,2024-09-30,158,8,38.56462
548,2025-03-29,406,3,45.22906
549,2024-08-21,136,1,21.19919
549,2024-08-21,392,7,59.87337
550,2024-12-31,365,9,80.85872
551,2024-06-24,7,2,74.41403
552,2025-01-12,367,20,91.81942
553,2024-06-11,115,17,62.82687
554,2025-01-11,359,9,98.59907
554,2025-01-11,128,5,23.25094
555,2024-05-22,484,9,86.30217
556,2024-07-23,60,1,16.71072
557,2024-08-25,102,11,98.50629
557,2024-08-25,136,6,92.39887
558,2024-12-06,381,20,20.39093
559,2025-01-10,149,5,86.60214
560,2024-07-11,495,15,53.65073
561,2025-03-11,347,11,37.90565
562,2025-02-12,179,10,18.27039
562,2025-02-12,84,7,27.18004
563,2024-05-16,397,8,89.53266
563,2024-05-16,320,3,80.47332
564,2024-07-04,240,8,53.52152
565,2024-11-10,41,2,90.24272
566,2024-05-27,322,8,90.73714
567,2025-04-23,13,12,90.32876
568,2024-12-03,318,18,43.28838
569,2025-03-29,188,4,69.68648
570,2024-06-27,156,17,47.00981
571,2024-07-15,451,12,46.36619
572,2024-08-01,384,14,63.94793
572,2024-08-01,386,4,23.26914
573,2024-10-25,168,7,78.28824
574,2024-05-06,491,20,32.08728
574,2024-05-06,272,3,96.64489
575,2025-04-18,75,14,64.01175
576,2024-10-30,115,5,16.07172
577,2025-03-10,402,18,61.47726
577,2025-03-10,318,4,36.53313
578,2024-09-17,479,20,25.58103
579,2024-12-28,333,17,96.48801
580,2025-04-07,3,9,82.76304
581,2024-07-25,64,20,71.41008
582,2025-01-27,390,11,40.88666
