id,fecha,id_cliente,id_corresponsal
166,2024-05-31,353,107
167,2025-01-30,194,146
168,2025-03-02,64,359
169,2024-10-24,357,346
170,2024-05-16,945,782
171,2025-02-16,629,918
172,2025-03-19,328,142
173,2024-06-06,159,544
174,2024-12-04,275,478
175,2024-06-02,362,486
176,2024-12-31,443,613
177,2024-09-18,901,5
178,2024-05-10,19,680
179,2024-09-18,351,606
180,2024-08-02,437,527
181,2025-01-14,995,791
182,2024-06-05,252,842
183,2024-12-04,406,965
184,2024-08-23,299,927
185,2024-06-23,804,645
186,2025-04-22,772,635
187,2024-05-06,87,22
188,2024-07-20,737,163
189,2025-01-20,169,952
190,2025-02-03,884,220
191,2024-04-30,435,785
192,2025-01-20,802,989
193,2025-02-16,425,577
194,2024-07-24,568,50
195,2025-02-16,566,769
196,2024-06-06,891,465
197,2025-02-17,402,710
198,2024-07-15,16,105
199,2024-08-02,593,368
200,2024-12-23,798,720
201,2024-07-23,230,108
202,2024-07-06,591,391
203,2025-03-11,739,682
204,2024-11-15,592,680
205,2024-12-15,399,143
206,2024-05-22,182,83
207,2025-03-28,839,727
208,2024-06-17,461,355
209,2024-12-28,531,564
210,2024-10-10,910,944
211,2025-04-01,975,982
212,2025-02-25,959,260
213,2025-02-27,363,100
214,2024-11-20,300,367
215,2024-12-04,393,130
216,2024-08-30,259,17
217,2024-08-06,312,925
218,2025-03-27,208,121
219,2025-01-15,968,802
220,2025-03-13,370,376
221,2024-05-06,208,510
222,2025-04-15,360,222
223,2024-06-05,742,328
224,2024-08-24,195,795
225,2024-12-27,238,859
226,2024-07-19,580,835
227,2024-09-24,870,965
228,2025-03-24,458,686
229,2025-03-07,961,304
230,2024-12-29,251,819
231,2024-10-12,33,163
232,2025-01-25,241,879
233,2024-06-08,789,361
234,2024-07-10,194,988
235,2024-07-02,332,94
236,2024-09-06,922,578
237,2025-01-18,889,75
238,2024-05-17,510,566
239,2024-06-28,107,108
240,2025-04-26,598,410
241,2024-06-12,867,396
242,2024-12-17,860,61
243,2024-12-28,300,746
244,2024-06-10,337,565
245,2024-11-26,148,80
246,2024-09-14,81,891
247,2024-12-23,679,433
248,2025-04-30,261,359
249,2025-02-05,222,312
250,2024-06-01,524,538
251,2025-03-14,237,606
252,2024-09-12,732,107
253,2024-05-12,555,398
254,2024-11-30,504,817
255,2024-12-08,442,450
256,2024-11-26,232,2
257,2024-10-22,432,272
258,2025-03-06,320,870
259,2025-03-21,236,866
260,2024-12-18,706,686
261,2025-04-05,232,916
262,2025-04-04,824,396
263,2024-12-08,399,934
264,2024-06-11,911,398
265,2025-01-05,824,946
266,2025-01-25,607,415
267,2025-04-04,683,99
268,2024-11-03,176,323
269,2025-02-22,841,809
270,2025-04-22,986,262
271,2024-06-01,635,645
272,2024-08-23,197,180
273,2024-05-12,29,83
274,2025-03-03,404,860
275,2025-01-31,193,942
276,2025-03-26,248,539
277,2024-10-27,898,785
278,2024-08-15,967,585
279,2024-12-06,965,926
280,2024-11-09,445,491
281,2024-09-30,504,535
282,2024-11-02,442,630
283,2024-08-16,159,760
284,2024-05-13,236,329
285,2024-07-01,247,999
286,2025-02-16,242,862
287,2024-10-06,637,476
288,2024-11-09,188,847
289,2024-08-22,532,155
290,2024-11-11,405,351
291,2025-03-05,395,709
292,2025-04-08,899,70
293,2025-01-06,143,656
294,2024-10-12,531,943
295,2024-11-29,142,518
296,2024-10-01,562,143
297,2024-12-23,526,496
298,2024-05-23,492,322
299,2024-08-08,188,827
300,2025-03-09,485,191
301,2024-10-16,696,192
302,2024-07-26,920,959
303,2024-05-20,546,259
304,2025-01-13,783,361
305,2025-02-27,247,802
306,2025-02-09,552,588
307,2024-08-05,223,360
308,2024-09-12,883,299
309,2025-02-10,722,352
310,2024-12-22,91,116
311,2024-10-29,756,183
312,2024-10-08,520,56
313,2025-04-22,655,884
314,2024-09-07,401,485
315,2024-05-06,723,826
316,2025-01-15,882,928
317,2025-04-30,91,487
318,2025-03-25,585,16
319,2025-03-24,88,141
320,2025-02-16,545,829
321,2025-03-16,401,552
322,2024-12-22,766,465
323,2025-02-08,944,788
324,2025-03-20,279,52
325,2024-07-08,472,890
326,2024-05-17,778,753
327,2025-04-29,79,64
328,2024-05-31,579,562
329,2024-08-14,613,933
330,2024-06-09,83,638
331,2025-04-03,428,402
332,2024-05-17,220,243
333,2025-04-17,282,968
334,2024-11-29,695,576
335,2025-04-16,731,148
336,2024-08-13,13,240
337,2024-12-07,330,228
338,2025-03-20,393,994
339,2025-04-14,207,686
340,2024-05-29,643,452
341,2025-03-04,726,340
342,2024-11-15,967,612
343,2024-07-20,796,367
344,2024-12-25,109,897
345,2024-08-11,418,444
346,2024-10-06,651,230
347,2024-09-24,983,455
348,2024-05-10,584,463
349,2024-07-14,711,153
350,2024-12-19,65,172
351,2024-07-17,635,427
352,2024-09-13,104,841
353,2025-03-01,710,848
354,2024-11-01,338,643
355,2025-04-17,237,968
356,2025-01-20,8,701
357,2025-03-21,429,711
358,2024-09-25,65,356
359,2024-09-02,32,433
360,2024-12-31,919,381
361,2024-07-06,256,274
362,2024-05-27,171,578
363,2025-01-05,668,938
364,2024-05-26,257,24
365,2025-04-16,688,285
366,2024-06-08,949,412
367,2024-06-26,479,329
368,2024-10-22,190,105
369,2024-11-21,593,971
370,2025-03-27,35,965
371,2024-12-04,1000,681
372,2024-11-09,154,400
373,2025-02-06,587,394
374,2024-11-29,765,971
375,2024-11-02,604,899
376,2024-05-23,741,432
377,2025-04-01,857,506
378,2024-06-22,847,115
379,2024-07-20,729,368
380,2025-01-07,930,759
381,2024-09-12,412,581
382,2024-04-30,226,142
383,2024-10-26,445,849
384,2024-05-29,945,246
385,2024-10-24,781,618
386,2025-03-27,714,64
387,2024-12-10,83,475
388,2025-01-29,587,276
389,2025-03-02,228,278
390,2025-02-12,529,186
391,2025-01-23,367,913
392,2024-08-30,713,79
393,2024-11-08,244,598
394,2024-09-05,247,940
395,2025-03-27,297,581
396,2025-03-09,913,787
397,2025-04-08,183,158
398,2025-01-10,201,270
399,2025-02-06,50,508
400,2024-07-19,319,432
401,2024-06-15,1000,454
402,2024-12-06,165,188
403,2025-03-31,321,736
404,2024-10-16,690,237
405,2024-09-22,835,379
406,2025-02-14,591,555
407,2024-05-02,630,127
408,2024-12-11,945,888
409,2024-07-17,140,519
410,2024-10-18,173,447
411,2025-01-20,995,567
412,2024-08-05,928,993
413,2024-07-01,778,214
414,2024-05-31,187,273
415,2024-07-21,645,629
416,2024-09-30,268,609
417,2024-07-01,77,894
418,2025-02-09,949,753
419,2024-10-05,154,821
420,2024-08-05,168,5
421,2024-09-25,12,194
422,2024-09-21,57,431
423,2024-05-12,484,296
424,2024-11-14,679,441
425,2024-08-07,457,516
426,2024-10-24,302,688
427,2024-11-28,251,941
428,2024-12-10,696,272
429,2024-08-01,100,937
430,2025-03-27,645,325
431,2024-11-30,255,893
432,2025-04-03,309,684
433,2024-10-23,222,965
434,2025-01-23,80,808
435,2024-08-08,762,11
436,2025-01-10,138,415
437,2025-04-02,765,486
438,2024-11-22,401,770
439,2024-08-09,812,602
440,2024-09-05,964,454
441,2025-03-29,395,629
442,2024-12-02,457,199
443,2024-08-18,730,834
444,2025-01-11,5,681
445,2024-09-18,298,533
446,2024-10-27,265,168
447,2025-02-19,875,341
448,2025-03-08,667,537
449,2024-08-24,467,183
450,2024-12-20,574,423
451,2024-05-07,975,600
452,2024-10-09,467,846
453,2024-12-01,943,514
454,2025-03-18,780,952
455,2025-02-04,357,100
456,2024-08-27,710,688
457,2025-04-20,155,870
458,2024-06-20,915,885
459,2024-06-12,88,663
460,2024-05-11,51,450
461,2025-03-20,917,109
462,2024-09-11,393,784
463,2025-01-18,907,547
464,2025-03-03,26,406
465,2024-12-14,636,288
466,2024-05-06,69,339
467,2024-11-08,495,831
468,2025-04-28,184,126
469,2024-11-02,713,109
470,2024-12-27,854,458
471,2025-02-26,163,518
472,2025-02-21,979,550
473,2025-04-07,805,990
474,2025-01-03,762,701
475,2024-11-03,264,298
476,2024-09-01,371,260
477,2024-10-25,114,733
478,2025-04-22,417,886
479,2024-08-02,470,796
480,2025-03-04,820,4
481,2024-12-11,224,615
482,2024-11-18,426,775
483,2025-04-30,164,204
484,2024-09-28,947,561
485,2025-01-24,478,895
486,2024-10-11,482,685
487,2024-11-23,628,403
488,2025-04-16,373,966
489,2024-06-02,386,756
490,2024-05-11,547,359
491,2024-11-08,621,527
492,2024-07-01,905,564
493,2024-12-28,597,163
494,2025-04-12,472,740
495,2024-12-16,416,695
496,2025-01-18,969,230
497,2025-04-27,507,317
498,2024-11-16,615,438
499,2025-03-24,713,797
500,2024-09-04,559,137
501,2024-09-17,340,205
502,2024-08-02,882,896
503,2024-07-24,293,150
504,2024-07-22,417,601
505,2025-04-13,989,973
506,2024-11-28,165,890
507,2024-04-30,787,216
508,2025-01-11,901,378
509,2025-04-06,443,153
510,2025-04-10,380,889
511,2024-10-31,752,167
512,2025-02-28,383,103
513,2024-09-15,434,967
514,2024-10-03,112,291
515,2024-04-30,552,271
516,2024-05-01,934,382
517,2024-07-23,325,213
518,2025-04-26,523,335
519,2024-08-26,549,656
520,2024-12-29,975,770
521,2024-07-06,802,808
522,2024-07-17,965,615
523,2024-10-15,970,95
524,2024-05-08,365,958
525,2025-01-21,802,171
526,2025-01-13,41,664
527,2024-12-04,672,474
528,2025-01-18,440,392
529,2024-05-11,836,206
530,2025-02-03,991,883
531,2024-12-13,729,868
532,2025-01-14,575,21
533,2025-04-21,676,442
534,2025-04-16,736,363
535,2024-07-02,459,574
536,2025-03-19,559,628
537,2024-11-06,95,455
538,2024-09-17,858,741
539,2024-08-21,510,796
540,2024-08-05,690,961
541,2024-06-19,116,293
542,2025-01-04,613,321
543,2025-01-02,540,538
544,2025-03-09,597,689
545,2024-08-10,491,609
546,2025-01-27,828,544
547,2024-09-30,144,14
548,2025-03-29,15,497
549,2024-08-21,416,82
550,2024-12-31,17,579
551,2024-06-24,444,294
552,2025-01-12,59,834
553,2024-06-11,860,316
554,2025-01-11,143,849
555,2024-05-22,280,802
556,2024-07-23,572,537
557,2024-08-25,850,656
558,2024-12-06,855,5
559,2025-01-10,357,499
560,2024-07-11,185,953
561,2025-03-11,904,89
562,2025-02-12,970,977
563,2024-05-16,378,698
564,2024-07-04,199,242
565,2024-11-10,568,990
566,2024-05-27,300,962
567,2025-04-23,537,486
568,2024-12-03,157,365
569,2025-03-29,515,901
570,2024-06-27,655,738
571,2024-07-15,142,775
572,2024-08-01,789,337
573,2024-10-25,828,1000
574,2024-05-06,10,305
575,2025-04-18,514,208
576,2024-10-30,44,158
577,2025-03-10,664,23
578,2024-09-17,827,737
579,2024-12-28,6,776
580,2025-04-07,438,520
581,2024-07-25,758,530
582,2025-01-27,390,616
583,2025-02-10,52,581
584,2024-05-30,829,509
585,2025-04-14,687,294
586,2024-10-14,517,712
587,2024-10-26,546,837
588,2025-01-22,696,330
589,2024-08-01,70,582
590,2024-11-17,333,357
591,2024-06-30,743,13
592,2024-05-04,259,968
593,2025-02-28,524,917
594,2025-02-02,240,704
595,2024-11-12,954,226
596,2024-06-06,307,12
597,2024-06-20,819,326
598,2024-05-09,39,548
599,2025-04-30,944,693
600,2024-12-03,576,559
601,2024-10-12,829,41
602,2025-04-13,694,244
603,2024-07-03,953,346
604,2025-04-14,104,466
605,2024-09-15,48,360
606,2025-02-03,973,40
607,2024-05-24,480,92
608,2024-10-21,782,92
609,2024-09-23,956,49
610,2025-03-08,4,704
611,2024-10-09,140,512
612,2024-09-23,378,79
613,2025-01-24,767,39
614,2024-07-03,555,763
615,2024-08-15,323,123
616,2024-09-04,847,959
617,2024-08-21,639,3
618,2024-09-24,467,948
619,2024-10-29,195,675
620,2024-08-02,953,293
621,2025-03-26,193,618
622,2025-02-19,586,100
623,2025-04-06,145,212
624,2025-04-12,681,69
625,2024-07-22,105,372
626,2024-07-18,595,753
627,2025-04-17,608,791
628,2025-01-26,176,990
629,2024-07-18,351,343
630,2024-08-14,734,113
631,2024-05-20,628,395
632,2024-05-24,467,843
633,2025-03-26,699,967
634,2024-08-08,28,719
635,2024-06-30,445,283
636,2025-01-16,866,358
637,2025-01-23,748,999
638,2024-09-06,760,907
639,2025-03-19,846,503
640,2024-06-04,570,499
641,2024-07-01,625,7
642,2025-03-13,235,821
643,2025-02-22,207,930
644,2024-08-24,778,416
645,2025-01-10,713,328
646,2025-01-13,948,656
647,2025-02-18,243,349
648,2025-02-21,586,210
649,2024-09-10,252,478
650,2024-05-21,68,216
651,2024-06-20,614,481
652,2024-11-28,531,601
653,2024-06-06,118,320
654,2024-08-10,803,871
655,2025-01-04,287,727
656,2024-08-18,595,564
657,2024-06-13,330,358
658,2025-03-25,609,925
659,2025-02-13,615,292
660,2024-12-12,247,851
661,2024-08-23,30,538
662,2025-02-19,665,530
663,2024-10-14,936,592
664,2025-02-11,815,674
665,2024-06-30,246,78
666,2025-02-15,47,243
667,2024-08-18,952,284
668,2025-04-18,450,908
669,2024-10-12,276,898
670,2025-03-16,820,857
671,2025-03-14,554,705
672,2025-02-25,603,862
673,2024-06-22,504,838
674,2025-01-07,152,613
675,2024-07-25,689,742
676,2024-11-21,876,610
677,2025-01-26,617,137
678,2025-02-28,721,797
679,2024-11-13,712,571
680,2024-09-06,522,99
681,2024-07-13,880,92
682,2024-12-26,297,617
683,2024-07-27,558,329
684,2024-06-13,613,26
685,2024-10-17,205,738
686,2025-02-05,990,286
687,2024-11-09,781,101
688,2025-02-17,721,702
689,2024-09-02,216,805
690,2024-08-08,920,369
691,2024-07-16,18,481
692,2025-01-30,488,687
693,2024-08-14,834,772
694,2024-07-24,194,956
695,2024-12-16,127,818
696,2025-02-13,204,768
697,2024-10-13,591,725
698,2024-05-08,619,224
699,2025-03-12,957,8
700,2025-04-17,446,271
701,2024-11-14,691,512
702,2024-09-22,691,231
703,2025-02-18,538,795
704,2024-09-14,900,95
705,2024-05-24,941,469
706,2025-04-13,854,51
707,2024-12-08,213,457
708,2025-04-20,721,45
709,2024-12-26,577,131
710,2024-10-05,467,649
711,2024-07-22,26,763
712,2025-04-23,594,144
713,2024-06-17,609,638
714,2024-05-06,531,706
715,2025-01-15,938,577
716,2025-02-05,287,190
717,2025-03-31,890,743
718,2025-01-26,879,606
719,2024-07-25,647,977
720,2024-12-09,714,55
721,2025-02-28,838,496
722,2024-10-24,224,38
723,2024-12-02,776,920
724,2024-12-09,741,342
725,2024-05-04,174,125
726,2025-02-08,662,117
727,2025-04-15,276,879
728,2025-01-02,101,157
729,2024-11-10,44,186
730,2024-07-19,788,597
731,2024-08-26,442,887
732,2024-10-10,718,247
733,2024-11-07,702,309
734,2024-07-19,312,601
735,2024-05-17,451,846
736,2024-08-19,693,743
737,2024-10-22,801,620
738,2024-06-09,983,939
739,2025-02-20,478,364
740,2024-11-02,638,869
741,2025-04-08,772,715
742,2024-07-01,414,593
743,2025-04-13,185,487
744,2024-09-20,731,808
745,2025-04-22,241,774
746,2025-04-08,12,337
747,2024-05-14,275,81
748,2024-11-10,426,45
749,2024-09-04,57,961
750,2025-01-03,111,844
751,2025-04-02,913,639
752,2024-08-18,125,219
753,2024-09-18,731,550
754,2024-05-19,901,533
755,2025-04-07,220,889
756,2025-02-27,773,880
757,2024-12-17,870,688
758,2024-11-19,280,279
759,2024-08-07,600,924
760,2024-08-26,662,269
761,2024-12-17,792,593
762,2024-10-08,339,938
763,2024-07-15,841,735
764,2025-02-13,837,974
765,2025-01-22,300,394
766,2024-08-19,871,929
767,2024-06-08,930,46
768,2025-03-29,863,239
769,2024-11-13,667,514
770,2025-03-04,35,200
771,2024-06-08,604,307
772,2025-04-28,319,42
773,2024-10-02,492,926
774,2024-06-15,202,291
775,2024-05-18,351,39
776,2024-09-09,198,982
777,2024-11-25,173,518
778,2024-07-18,76,571
779,2024-06-29,831,787
780,2024-07-04,662,171
781,2025-03-23,296,119
782,2025-04-28,728,688
783,2024-07-27,850,629
784,2024-06-20,630,635
785,2024-06-16,403,532
786,2025-02-26,981,602
787,2025-02-03,115,18
788,2024-11-17,345,746
789,2024-06-09,759,821
790,2025-01-24,16,862
791,2025-02-22,913,762
792,2024-09-24,527,536
793,2024-08-11,317,265
794,2025-03-26,677,680
795,2025-02-21,733,834
796,2025-01-15,400,717
797,2024-05-18,828,1
798,2024-10-14,935,104
799,2025-02-09,108,219
800,2025-01-27,925,393
801,2025-01-26,476,201
802,2024-10-08,889,392
803,2024-07-27,978,833
804,2025-03-21,46,705
805,2024-05-07,302,589
806,2024-06-16,767,256
807,2024-11-17,333,907
808,2025-03-11,964,740
809,2024-09-17,546,701
810,2024-05-18,868,903
811,2024-09-11,402,311
812,2024-11-05,771,636
813,2025-02-05,485,321
814,2025-04-08,287,338
815,2024-10-04,884,229
816,2024-08-01,711,332
817,2024-05-15,478,499
818,2024-12-13,695,575
819,2024-06-24,236,495
820,2025-01-28,32,783
821,2025-01-15,474,253
822,2024-07-20,195,556
823,2024-05-10,289,448
824,2024-10-02,195,784
825,2025-02-08,587,485
826,2024-12-01,300,415
827,2025-04-17,566,312
828,2024-07-09,384,976
829,2025-03-03,758,484
830,2024-10-02,128,364
831,2024-07-29,781,343
832,2024-12-24,768,318
833,2024-11-12,746,416
834,2024-10-08,856,940
835,2024-11-27,293,502
836,2024-07-17,457,71
837,2024-12-17,924,288
838,2024-10-13,575,799
839,2024-06-18,55,934
840,2025-02-17,181,694
841,2024-07-26,524,727
842,2024-11-24,915,466
843,2024-10-09,77,436
844,2024-06-21,798,357
845,2024-12-21,528,978
846,2025-01-09,965,387
847,2024-10-16,215,940
848,2024-12-19,749,411
849,2024-05-30,628,893
850,2024-08-27,272,962
851,2024-09-14,530,679
852,2024-10-14,757,63
853,2024-06-14,291,668
854,2025-01-16,28,363
855,2024-10-15,265,830
856,2024-11-24,434,851
857,2024-06-24,363,238
858,2024-09-12,334,257
859,2024-08-03,452,408
860,2024-05-17,261,823
861,2024-09-08,431,58
862,2025-02-16,327,559
863,2024-06-12,721,337
864,2024-06-26,706,1000
865,2025-03-14,597,392
866,2025-01-22,532,608
867,2024-10-07,200,994
868,2025-01-19,17,316
869,2024-07-18,479,141
870,2024-09-03,380,546
871,2024-05-29,2,299
872,2024-06-16,834,79
873,2025-02-10,610,14
874,2024-12-25,81,361
875,2025-01-13,791,219
876,2024-09-23,735,118
877,2024-12-07,284,493
878,2024-10-28,503,203
879,2024-09-29,607,400
880,2024-05-01,522,713
881,2024-09-04,608,895
882,2024-11-12,986,8
883,2025-01-02,610,722
884,2025-03-07,296,718
885,2024-10-28,382,208
886,2025-01-28,434,492
887,2025-02-02,60,364
888,2024-09-21,272,914
889,2024-09-26,552,938
890,2024-11-14,253,895
891,2024-11-05,953,773
892,2024-05-11,362,267
893,2025-03-13,179,98
894,2025-02-03,493,952
895,2025-02-22,884,121
896,2024-06-03,858,875
897,2024-12-19,342,636
898,2024-07-31,342,701
899,2024-05-30,268,522
900,2025-03-03,767,541
901,2024-12-30,917,610
902,2024-08-22,37,383
903,2024-11-16,790,107
904,2024-11-05,647,44
905,2025-03-05,806,392
906,2024-10-21,642,793
907,2024-10-18,379,87
908,2024-07-14,550,796
909,2025-03-25,743,909
910,2024-12-17,545,206
911,2024-06-04,632,7
912,2024-09-11,593,377
913,2024-06-08,231,582
914,2025-01-05,49,871
915,2025-04-18,392,223
916,2025-02-04,202,384
917,2025-03-22,53,128
918,2025-02-16,922,262
919,2024-06-10,930,267
920,2024-11-22,131,601
921,2025-02-04,366,690
922,2024-10-03,520,862
923,2025-04-30,381,302
924,2024-07-05,920,274
925,2025-03-24,900,718
926,2025-02-07,810,270
927,2024-07-10,457,217
928,2024-08-15,661,9
929,2024-05-21,648,938
930,2024-08-08,620,623
931,2025-03-02,520,772
932,2024-06-16,73,311
933,2024-07-13,477,964
934,2024-10-12,215,170
935,2025-01-06,769,677
936,2025-01-18,841,680
937,2025-02-21,887,236
938,2024-10-21,560,111
939,2024-10-12,432,299
940,2024-09-24,28,859
941,2024-11-02,671,869
942,2024-08-05,635,745
943,2025-04-02,947,152
944,2025-01-30,670,411
945,2025-01-15,824,445
946,2024-06-10,756,736
947,2024-07-08,102,420
948,2025-02-19,517,346
949,2024-11-22,784,165
950,2025-02-19,867,679
951,2024-06-08,378,420
952,2024-09-19,147,461
953,2025-04-03,620,948
954,2025-03-30,400,613
955,2025-02-25,780,291
956,2025-04-23,246,700
957,2024-12-27,541,942
958,2024-11-25,706,388
959,2024-12-25,647,69
960,2025-02-18,226,831
961,2024-11-14,899,277
962,2024-12-03,70,867
963,2025-04-11,371,679
964,2025-03-05,223,764
965,2024-10-24,212,823
966,2024-11-30,172,600
967,2025-01-23,536,139
968,2024-06-17,339,941
969,2024-11-15,450,916
970,2024-09-19,29,712
971,2024-11-05,732,261
972,2024-07-08,501,879
973,2024-05-25,101,209
974,2025-04-04,225,702
975,2024-10-19,50,392
976,2024-12-18,470,29
977,2024-07-16,425,380
978,2024-06-20,993,98
979,2024-05-02,941,766
980,2024-08-07,77,807
981,2024-11-26,14,781
982,2024-05-02,110,1000
983,2024-11-02,672,753
984,2024-08-08,139,590
985,2024-08-21,171,137
986,2025-04-07,76,989
987,2024-05-17,479,583
988,2024-12-23,161,203
989,2025-01-10,360,438
990,2024-05-31,809,720
991,2024-07-16,638,841
992,2024-06-24,102,790
993,2024-09-14,898,509
994,2025-02-28,98,735
995,2024-10-31,220,756
996,2024-08-03,300,506
997,2024-06-03,981,401
998,2025-02-28,798,338
999,2024-11-26,380,81
1000,2025-02-18,623,982
1001,2024-10-20,451,520
1002,2024-06-12,615,803
1003,2024-11-08,269,467
1004,2024-10-28,10,684
1005,2024-06-21,57,827
1006,2024-11-03,578,156
1007,2024-09-25,258,943
1008,2024-11-29,864,862
1009,2025-03-24,410,417
1010,2024-07-21,88,604
1011,2025-04-27,335,569
1012,2024-06-14,364,67
1013,2024-09-28,925,496
1014,2024-08-04,584,1000
1015,2024-08-23,957,434
1016,2025-03-01,113,257
1017,2025-04-10,849,202
1018,2024-06-02,998,218
1019,2025-02-27,290,695
1020,2024-11-10,647,623
1021,2024-05-10,491,975
1022,2024-09-22,842,155
1023,2024-07-10,440,715
1024,2025-01-30,507,284
1025,2025-02-12,205,33
1026,2025-03-07,541,304
1027,2024-07-08,281,797
1028,2024-06-10,783,439
1029,2024-11-19,843,996
1030,2024-06-23,745,968
1031,2025-03-18,712,755
1032,2025-01-15,971,121
1033,2025-01-14,363,968
1034,2024-05-10,178,406
1035,2024-10-24,47,893
1036,2024-08-25,166,947
1037,2024-12-08,255,415
1038,2024-11-13,578,180
1039,2024-08-16,550,333
1040,2024-07-18,611,983
1041,2025-04-18,564,905
1042,2025-04-26,970,200
1043,2024-06-01,386,862
1044,2024-12-02,189,533
1045,2024-07-07,450,916
1046,2025-03-08,702,355
1047,2024-11-28,30,750
1048,2024-09-16,63,354
1049,2024-10-26,486,522
1050,2024-12-31,632,340
1051,2024-06-12,249,623
1052,2024-12-17,881,887
1053,2025-01-05,877,546
1054,2025-01-30,555,97
1055,2025-04-29,962,874
1056,2024-08-13,684,657
1057,2025-02-06,117,13
1058,2025-02-12,350,326
1059,2024-06-02,43,346
1060,2024-11-29,85,413
1061,2024-07-11,126,216
1062,2025-03-27,18,759
1063,2024-10-21,20,138
1064,2024-09-12,933,410
1065,2024-05-16,207,931
1066,2025-03-25,114,493
1067,2024-07-01,703,809
1068,2025-01-22,280,289
